Transaction No,Work Order,Phase,Type,Category,Work Code,Asset,Asset Type,Asset Group,Cost Type,AiM Account,Subledger,Fiscal Month,Fiscal Year,Transaction Date,Source Transaction,Description,Transaction Type
36859660,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/10/2019,1879736,9.30 GAL UNLEADED FUEL,WX
36893971,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/12/2019,1882360,11.8 GALS E85 FUEL,WX
36909331,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/13/2019,1882688,5.0 GALS E85 FUEL,WX
36938739,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/16/2019,1883038,8.6 GALS E85 FUEL,WX
36962826,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/18/2019,1883714,5.7 GALS E85 FUEL,WX
37008300,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/20/2019,1885296,6.3 GALS E85 FUEL,WX
37058213,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/23/2019,1887950,7.2 GALS E85 FUEL,WX
37058217,3080312,1,FLEET,STANDING,FUEL,30803-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/31/2019,1887951,9.1 GALS E85 FUEL,WX
33221482,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/7/2019,1740979,10.87 GAL E85 FUEL,WX
33317806,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/16/2019,1743888,11.09 GAL UNLEADED FUEL,WX
33374243,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/22/2019,1746088,13.50 GAL E85 FUEL,WX
33455460,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/29/2019,1748658,12.40 GAL E85 FUEL,WX
33466756,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/30/2019,1749063,10.72 GAL E85 FUEL,WX
33495100,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/1/2019,1750018,13.70 GAL E85 FUEL,WX
33526610,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/5/2019,1751130,10.93 GAL UNLEADED FUEL,WX
33576937,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/8/2019,1752417,8.5 GALS E85 FUEL,WX
33625168,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/12/2019,1753740,9.1 GALS E85 FUEL,WX
33648883,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/15/2019,1754084,8.40 GAL E85 FUEL,WX
33654893,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/15/2019,1754236,8.8 GALS E85 FUEL,WX
33687098,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/18/2019,1755768,8.5 GALS E85 FUEL,WX
33733608,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/22/2019,1757134,7.9 GALS E85 FUEL,WX
33768165,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/25/2019,1758338,7.7 GALS E85 FUEL,WX
33809397,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/1/2019,1760255,7.7 GALS E85 FUEL,WX
33839821,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/4/2019,1760881,15.2 GALS E85 FUEL,WX
33920955,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/11/2019,1762373,15.0 GALS E85 FUEL,WX
33957692,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/15/2019,1763581,0.1 GALS E85 FUEL,WX
33957696,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/15/2019,1763582,7.9 GALS E85 FUEL,WX
34029768,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/21/2019,1766176,9.9 GALS E85 FUEL,WX
34102381,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/27/2019,1768769,10.0 GALS E85 FUEL,WX
34138862,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/1/2019,1770120,10.0 GALS E85 FUEL,WX
34215766,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/8/2019,1772088,10.8 GALS E85 FUEL,WX
34254129,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/12/2019,1773075,7.6 GALS E85 FUEL,WX
34332045,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/18/2019,1775732,8.6 GALS E85 FUEL,WX
34395112,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/24/2019,1777613,8.7 GALS E85 FUEL,WX
34471308,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,4/30/2019,1780116,8.8 GALS E85 FUEL,WX
34532177,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/6/2019,1781230,0.4 GALS E85 FUEL,WX
34532181,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/6/2019,1781231,8.7 GALS E85 FUEL,WX
34562137,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/10/2019,1782031,7.8 GALS E85 FUEL,WX
34605218,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/13/2019,1783364,8.5 GALS E85 FUEL,WX
34672456,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/20/2019,1785980,6.0 GALS E85 FUEL,WX
34744616,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/22/2019,1788320,11.1 GALS E85 FUEL,WX
34744620,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/28/2019,1788321,8.5 GALS E85 FUEL,WX
34809045,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/3/2019,1790638,10.5 GALS E85 FUEL,WX
34868288,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/10/2019,1792275,12.4 GALS E85 FUEL,WX
34972075,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/19/2019,1795991,17.1 GALS E85 FUEL,WX
35019843,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/24/2019,1797954,10.5 GALS E85 FUEL,WX
35102407,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/1/2019,1801707,12.4 GALS E85 FUEL,WX
35241531,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/16/2019,1805409,11.04 GAL UNLEADED FUEL,WX
35265057,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/18/2019,1807841,8.91 GAL UNLEADED FUEL,WX
35320918,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/24/2019,1808955,15.95 GAL UNLEADED FUEL,WX
35398842,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/31/2019,1810539,9.43 GAL UNLEADED FUEL,WX
35431787,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/3/2019,1812123,11.0 GALS E85 FUEL,WX
35506172,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/9/2019,1813636,9.7 GALS E85 FUEL,WX
35554627,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/14/2019,1816136,7.9 GALS E85 FUEL,WX
35602943,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/19/2019,1817153,13.0 GALS E85 FUEL,WX
35682559,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/26/2019,1819412,0.0 GALS E85 FUEL,WX
35693278,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/27/2019,1820198,12.8 GALS E85 FUEL,WX
35766089,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/4/2019,1823021,8.4 GALS E85 FUEL,WX
35832629,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/10/2019,1824431,9.7 GALS E85 FUEL,WX
35952526,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/18/2019,1843674,11.2 GALS E85 FUEL,WX
36020203,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/24/2019,1845026,13.0 GALS E85 FUEL,WX
36087648,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/30/2019,1848708,10.5 GALS E85 FUEL,WX
36171634,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/7/2019,1851250,10.9 GALS E85 FUEL,WX
36219570,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/11/2019,1853915,11.5 GALS E85 FUEL,WX
36286893,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/17/2019,1856627,10.6 GALS E85 FUEL,WX
36339766,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/22/2019,1857789,11.7 GALS E85 FUEL,WX
36380737,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/27/2019,1858709,11.2 GALS E85 FUEL,WX
36484780,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,5,2020,11/4/2019,1863659,15.3 GALS E85 FUEL,WX
36557010,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,5,2020,11/11/2019,1867262,12.0 GALS E85 FUEL,WX
36645411,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,5,2020,11/18/2019,1870732,14.8 GALS E85 FUEL,WX
36735783,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,5,2020,11/26/2019,1875750,11.4 GALS E85 FUEL,WX
36829340,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/6/2019,1879330,11.8 GALS E85 FUEL,WX
36893963,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/12/2019,1882358,11.8 GALS E85 FUEL,WX
36950868,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/17/2019,1883389,10.1 GALS E85 FUEL,WX
37008284,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/20/2019,1885292,7.5 GALS E85 FUEL,WX
37058205,3080412,1,FLEET,STANDING,FUEL,30804-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,6,2020,12/31/2019,1887948,9.0 GALS E85 FUEL,WX
33276900,3080512,1,FLEET,STANDING,FUEL,30805-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/10/2019,1742297,9.0 GALS UNLEADED FUEL,WX
33422892,3080512,1,FLEET,STANDING,FUEL,30805-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,7,2019,1/24/2019,1747642,9.2 GALS UNLEADED FUEL,WX
33574143,3080512,1,FLEET,STANDING,FUEL,30805-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/7/2019,1752307,8.4 GALS UNLEADED FUEL,WX
33768041,3080512,1,FLEET,STANDING,FUEL,30805-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,8,2019,2/25/2019,1758307,8.3 GALS UNLEADED FUEL,WX
33932244,3080512,1,FLEET,STANDING,FUEL,30805-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,9,2019,3/12/2019,1762874,8.9 GALS UNLEADED FUEL,WX
34181541,3080512,1,FLEET,STANDING,FUEL,30805-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/4/2019,1771218,8.8 GALS UNLEADED FUEL,WX
34456696,3080512,1,FLEET,STANDING,FUEL,30805-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,10,2019,4/29/2019,1779739,8.8 GALS UNLEADED FUEL,WX
34740735,3080512,1,FLEET,STANDING,FUEL,30805-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,11,2019,5/29/2019,1787961,9.47 GAL UNLEADED FUEL,WX
34882252,3080512,1,FLEET,STANDING,FUEL,30805-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,12,2019,6/11/2019,1792595,7.9 GALS UNLEADED FUEL,WX
35202917,3080512,1,FLEET,STANDING,FUEL,30805-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/12/2019,1804426,5.10 GAL UNLEADED FUEL,WX
35272268,3080512,1,FLEET,STANDING,FUEL,30805-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,1,2020,7/18/2019,1808122,8.0 GALS UNLEADED FUEL,WX
35640446,3080512,1,FLEET,STANDING,FUEL,30805-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,2,2020,8/22/2019,1818426,10.4 GALS UNLEADED FUEL,WX
35967845,3080512,1,FLEET,STANDING,FUEL,30805-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,3,2020,9/19/2019,1844025,10.4 GALS UNLEADED FUEL,WX
36207488,3080512,1,FLEET,STANDING,FUEL,30805-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/10/2019,1852799,10.1 GALS UNLEADED FUEL,WX
36429946,3080512,1,FLEET,STANDING,FUEL,30805-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,4,2020,10/31/2019,1861365,6 GAL UNLEADED FUEL,WX
36697201,3080512,1,FLEET,STANDING,FUEL,30805-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMMSV,M,5,2020,11/22/2019,1874349,8.7 GALS UNLEADED FUEL,WX
33354441,3080611,1,FLEET,STANDING,FUEL,30806-11,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,7,2019,1/17/2019,1745289,21.0 GALS UNLEADED FUEL,WX
33768077,3080611,1,FLEET,STANDING,FUEL,30806-11,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,8,2019,2/25/2019,1758316,24.2 GALS UNLEADED FUEL,WX
33883593,3080611,1,FLEET,STANDING,FUEL,30806-11,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,9,2019,3/7/2019,1761780,24.0 GALS UNLEADED FUEL,WX
35155322,3080611,1,FLEET,STANDING,FUEL,30806-11,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,1,2020,7/8/2019,1802820,25.0 GALS UNLEADED FUEL,WX
35822247,3080611,1,FLEET,STANDING,FUEL,30806-11,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,3,2020,9/9/2019,1824056,24.7 GALS UNLEADED FUEL,WX
35984960,3080611,1,FLEET,STANDING,FUEL,30806-11,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,3,2020,9/20/2019,1844361,20.7 GALS UNLEADED FUEL,WX
36115121,3080611,1,FLEET,STANDING,FUEL,30806-11,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,4,2020,10/2/2019,1850068,19.6 GALS UNLEADED FUEL,WX
36278712,3080611,1,FLEET,STANDING,FUEL,30806-11,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,4,2020,10/17/2019,1856485,13 GAL UNLEADED FUEL,WX
36526258,3080611,1,FLEET,STANDING,FUEL,30806-11,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,5,2020,11/8/2019,1865124,24.82 GAL UNLEADED FUEL,WX
36526859,3080611,1,FLEET,STANDING,FUEL,30806-11,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,5,2020,11/8/2019,1865144,24.82 GAL UNLEADED FUEL,WX
36645273,3080611,1,FLEET,STANDING,FUEL,30806-11,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,5,2020,11/18/2019,1870710,19.9 GALS UNLEADED FUEL,WX
36781433,3080611,1,FLEET,STANDING,FUEL,30806-11,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,6,2020,12/2/2019,1876802,18.3 GALS UNLEADED FUEL,WX
36893879,3080611,1,FLEET,STANDING,FUEL,30806-11,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMFSV,M,6,2020,12/12/2019,1882337,18.2 GALS UNLEADED FUEL,WX
33263305,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,7,2019,1/9/2019,1741741,33.0 GALS DIESEL FUEL,WX
33395318,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,7,2019,1/22/2019,1746763,31.7 GALS DIESEL FUEL,WX
33500497,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,8,2019,2/1/2019,1750550,34.0 GALS DIESEL FUEL,WX
33614512,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,8,2019,2/11/2019,1753324,30.3 GALS DIESEL FUEL,WX
33768101,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,8,2019,2/25/2019,1758322,34.6 GALS DIESEL FUEL,WX
33839757,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,9,2019,3/4/2019,1760865,25.3 GALS DIESEL FUEL,WX
33957628,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,9,2019,3/15/2019,1763565,33.0 GALS DIESEL FUEL,WX
34108195,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,9,2019,3/30/2019,1769025,34.1 GALS DIESEL FUEL,WX
34260889,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,10,2019,4/13/2019,1773110,33.8 GALS DIESEL FUEL,WX
34485342,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,11,2019,5/1/2019,1780478,33.6 GALS DIESEL FUEL,WX
34605166,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,11,2019,5/13/2019,1783351,33.1 GALS DIESEL FUEL,WX
34772802,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,11,2019,5/30/2019,1789531,28.0 GALS DIESEL FUEL,WX
34950075,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,12,2019,6/17/2019,1795274,34.1 GALS DIESEL FUEL,WX
35111733,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,1,2020,7/2/2019,1801914,34.8 GALS DIESEL FUEL,WX
35233791,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,1,2020,7/15/2019,1804939,35.0 GALS DIESEL FUEL,WX
35358788,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,1,2020,7/26/2019,1809789,35.0 GALS DIESEL FUEL,WX
35462841,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,2,2020,8/6/2019,1812519,25.0 GALS DIESEL FUEL,WX
35554535,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,2,2020,8/14/2019,1816114,33.3 GALS DIESEL FUEL,WX
35654045,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,2,2020,8/23/2019,1818782,35.6 GALS DIESEL FUEL,WX
35766057,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,3,2020,9/4/2019,1823013,34.4 GALS DIESEL FUEL,WX
35940207,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,3,2020,9/17/2019,1842195,22.0 GALS DIESEL FUEL,WX
36032593,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,3,2020,9/25/2019,1845379,34.4 GALS DIESEL FUEL,WX
36149498,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,4,2020,10/6/2019,1850831,34.2 GALS DIESEL FUEL,WX
36286746,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,4,2020,10/17/2019,1856605,25.2 GALS DIESEL FUEL,WX
36508441,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,5,2020,11/6/2019,1864615,31.9 GALS DIESEL FUEL,WX
36669602,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,5,2020,11/20/2019,1872134,34.0 GALS DIESEL FUEL,WX
36853098,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,6,2020,12/9/2019,1879585,19.9 GALS DIESEL FUEL,WX
36909267,3080712,1,FLEET,STANDING,FUEL,30807-12,FLEET,TRUCK POOL,FUEL,NC766-TRUCK EXP OMTON,M,6,2020,12/13/2019,1882672,33.1 GALS DIESEL FUEL,WX
